gauge_id,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,hfd_mean,geol_porostiy,geol_permeability,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,sand_frac,silt_frac,clay_frac,elev_mean,slope_mean,area_gages2,frac_forest,gvf_max,gvf_diff
1123000,3.8242423,2.306333525,-0.001190031,0.136053399,0.603082479,21.15,1.233236152,241.1,3.879324216,1.737335292,0.454295297,1.808907551,0.585541653,0.963139984,0.216844846,5.028286285,4.55,1.4,58.1,9.149606299,159.1,0.01,-14.1,9.085106383,1.500000015,0.41712277,3.079459536,52.74689479,27.53463808,8.689368206,120.1,17.14893,77.85,0.9141,0.907407231,0.506890048
1134500,3.467412731,2.091698084,0.228672353,0.280582089,0.603244622,15.85,1.152727273,201.1,2.842402827,2.077579238,0.599172755,1.408165742,0.487598316,1.107874645,0.238225467,7.096611279,9.05,2.154761905,46.15,6.888059701,187.55,0.0109,-14.1198,4.074074074,1.143859996,0.439227361,1.755953065,42.58599324,43.33541291,12.7242065,450.54,47.54354,195.13,0.9963,0.886216249,0.476794083
1137500,3.98419165,2.144045982,0.171647708,0.301814976,0.538138265,15.5,1.280991736,204.35,2.989758595,2.379463369,0.597226132,1.390543609,0.541710337,1.406600877,0.481714721,7.501903926,8.25,1.617647059,17.3,7.06122449,189.15,0.01,-14.1,1.561097257,1.198084251,0.419818682,2.777689532,53.80058342,30.32624438,8.728078551,784.85,110.13062,228.55,0.9972,0.865791461,0.393542621
1139000,3.13454757,2.113980287,0.232161714,0.246562672,0.67441321,18.65,1.169278997,219.65,3.227773696,1.697472696,0.541536747,1.507105005,0.572169832,2.162962246,0.268166848,5.343472754,4.15,1.693877551,35.15,6.632075472,183.4,0.0371,-12.922,3.75,1.351692634,0.436952792,1.886761448,44.45661527,42.32229134,13.2940923,373.34,43.10796,246.33,0.9737,0.880091527,0.467340843
1139800,3.3035154,2.127185339,0.225579083,0.262328973,0.643915672,19.45,1.164670659,225.55,3.278343023,1.811682772,0.548410573,1.543569328,0.607173226,1.747615158,0.246803673,5.579909139,2.15,1.869565217,37.25,7.163461538,190.2,0.06,-11.8,2.510638298,1.230223255,0.435806653,1.936255362,45.31480455,41.82104398,13.09817577,518.15,40.99895,22.8,1,0.899032856,0.526026716
1142500,3.314670773,2.147046776,0.17461992,0.252307891,0.647740582,19.8,1.128205128,224.75,3.206134094,1.723016458,0.519815262,1.466222937,0.571788087,1.506497417,0.178647356,5.359420691,5.75,2.12962963,41.5,9.325842697,181.15,0.0585,-12.5655,2.876811594,1.456004424,0.43802036,1.778642926,43.40659614,41.92858137,14.43857614,346.62,46.92575,82.17,0.9799,0.884819537,0.493403982
1144000,3.420859685,2.157740342,0.191150164,0.248466349,0.630759675,19.05,1.133928571,225.15,3.315905744,1.858755088,0.543359056,1.519482275,0.562748927,1.72902621,0.237791662,5.983056874,5.8,1.8125,42,10.12048193,181.5,0.0273,-13.3802,2.106799451,1.348786704,0.436028932,1.876624414,44.9595193,41.25753101,13.08239523,459.8,60.29261,1790.24,0.9813,0.897221568,0.492946827
1162500,3.783534565,2.257490363,0.047446147,0.226769185,0.596661752,21.1,1.14673913,240.45,3.634920635,1.835881419,0.485229192,1.86846143,0.508575106,1.153614394,0.088590545,6.348989044,6.45,2.632653061,85.15,14.19166667,168.15,0.01,-14.1,9.323076923,1.500000015,0.408761833,3.658027998,65.4867641,25.58957009,8.775571804,310.07,18.45782,49.71,0.9663,0.884472664,0.33293526
1169000,3.921166324,2.252516537,0.063828251,0.238972606,0.574450648,19.6,1.126436782,228.15,3.441176471,2.236962716,0.570484017,1.494461237,0.51188818,1.08151278,0.212155354,7.446652935,8.25,1.666666667,65.2,9.381294964,174.05,0.0204,-14.2609,3.955613577,1.203181893,0.439941195,1.70345681,42.5077621,40.64332659,12.69671129,374.89,49.54362,230.64,0.997,0.904142372,0.45568448
1170100,3.894581793,2.242787461,0.065519098,0.234653735,0.57587376,19.95,1.108333333,226.35,3.373323398,2.171760805,0.55763646,1.595363004,0.536996501,1.433915354,0.210379428,7.203208682,6.7,1.696202532,62.15,9.207407407,174.25,0.0416,-13.7095,3.654054054,1.186325378,0.431894768,2.042825775,48.4324115,40.00475156,11.70596598,325.71,49.33091,106.99,0.997,0.899812263,0.456794566
1181000,3.815023956,2.266098741,0.091932314,0.217563041,0.593993319,20.4,1.159090909,231.1,3.454409567,2.151425364,0.563934955,1.485965546,0.491211973,1.264258571,0.150713073,7.292503207,9.05,1.560344828,73.8,11.44186047,168,0.0112,-14.1061,5.0275,1.185016078,0.43235482,2.039482848,47.7674734,38.68631268,12.18011645,417.93,33.2844,243.5,0.9944,0.903143493,0.481896141
1187300,3.950607803,2.280597782,0.087362954,0.201269336,0.577277699,21.15,1.181564246,236.55,3.608695652,2.00228137,0.506828688,1.579419648,0.44472293,0.6666795,0.063523846,6.851500508,11.8,1.616438356,92.3,11.39506173,158.65,0.1377,-14.8804,6.956521739,1.239681516,0.433983214,1.858861767,47.01299173,32.15730505,11.50902197,309.1,38.2676,53.92,0.9932,0.891263567,0.414442438
1195100,3.682481862,2.353993196,-0.002279652,0.106042892,0.639240948,22.6,1.280453258,252.8,4.188898094,1.622353782,0.440559884,2.124781689,0.517895405,1.183608882,0.041215895,4.945907437,6.25,1.543209877,102.1,12.08284024,155.25,0.01,-14.1,14.44,1.500000015,0.417038235,3.09007932,58.88847572,30.57808159,9.53958967,19.17,7.9307,14.84,0.9171,0.907067965,0.497049297
1333000,3.704639288,2.212718385,0.146314739,0.222244968,0.597283085,19,1.210191083,227.9,3.409124907,2.068089608,0.558243178,1.566150227,0.55280724,1.580211096,0.218132627,6.631231864,4.6,1.508196721,50.6,10.01980198,165.9,0.0302,-13.3765,2.837837838,0.894269489,0.445119708,1.542100935,38.44172933,47.16651544,14.30550409,485.91,74.78725,112.16,0.9844,0.89490959,0.51914667
1350000,3.86979603,2.246002067,0.111819706,0.231159658,0.580392881,20.4,1.172413793,235.9,3.528795812,2.107518389,0.544607099,1.631092063,0.454634129,1.564264375,0.091869908,7.189818912,11.35,1.891666667,95.65,16.21186441,160.2,0.1897,-15.2049,1.924089069,1.056071866,0.453190114,1.265259338,33.15468082,43.30053436,12.78443068,612.78,88.25169,612.51,0.9966,0.886759765,0.465373102
1350080,3.492825462,2.239032772,0.145064802,0.221156578,0.641037692,20,1.166180758,235.75,3.46946284,1.534578498,0.439351612,1.901595987,0.492301448,1.338659661,0.07003556,5.071741768,9.05,1.967391304,106.7,19.57798165,169.55,0.1802,-15.3774,3.054794521,1.211081188,0.451886963,1.268097499,33.349078,46.22284369,13.80884377,587.35,60.00338,83.84,0.994,0.877524311,0.429201487
1350140,3.501422313,2.240501054,0.157493263,0.219859027,0.639883126,18.4,1.179487179,227.4,3.283754513,1.499652704,0.428298151,1.841468469,0.459146755,1.179226741,0.033545369,5.143623176,11.1,2.074766355,107.2,13.2345679,166.45,0.1573,-15.8034,3.222222222,0.914485276,0.46182318,1.06054056,22.78097141,49.36986199,13.58657719,579.74,61.8248,43.76,0.991,0.886644695,0.459899742
1365000,4.211436003,2.302954305,0.122173899,0.202270211,0.546833504,19.4,1.172205438,230.15,3.422304833,2.719211093,0.645673136,1.560803089,0.554875052,1.309946046,0.270285538,8.005366202,5.3,1.558823529,47.6,10.81818182,165.75,0.19,-15.2,0.964705882,0.692277988,0.462963031,1.07409636,26.21848204,41.92431016,12.99114864,465.17,51.87268,99.57,1,0.902036827,0.502087052
1411300,3.175449692,2.534943929,0.048562207,0.048094855,0.79829447,22.85,1.33625731,261.7,4.68157424,1.188185991,0.374178811,1.337292715,0.724230437,1.050374095,0.339288086,3.022748405,0.95,1.9,3.9,4.875,175.15,0.22,-13,49.296,1.500000015,0.40786963,3.459901727,39.68933797,14.09855521,5.837615946,15.25,2.0326,79.32,0.8487,0.893805808,0.440481796
1413500,3.832546201,2.234765435,0.146606145,0.216908034,0.583102021,18.7,1.154320988,224.6,3.190340909,1.959340071,0.511237169,1.790485013,0.530017057,1.212595532,0.13268389,5.999619352,5.5,2.075471698,70,17.28395062,162.5,0.19,-15.1998,1.494252874,0.917915249,0.454590908,1.240832465,31.4215726,47.22427212,14.12566114,724.51,69.6517,424.1,0.9974,0.882832411,0.523567907
1414500,3.979971253,2.229746119,0.154116607,0.216628505,0.560241765,19.35,1.162162162,223.8,3.152112676,2.239577811,0.562712057,1.746363034,0.530299154,1.161063061,0.163231572,6.711474887,5.45,1.703125,59.55,13.08791209,159.65,0.19,-15.2,1.063636364,0.723805925,0.462187414,1.089078881,25.05590543,43.37981127,12.77161598,775.58,59.57585,64.45,1,0.888611918,0.524892152
1415000,3.773122519,2.237511444,0.14782152,0.213452185,0.593013196,18.3,1.180645161,215.55,3.068327402,1.809878082,0.479676468,1.769991374,0.509840196,1.262669563,0.102857316,5.657152377,5.6,1.931034483,76.35,11.56818182,160.85,0.19,-15.2,2.181818182,0.951826103,0.454943729,1.248568979,31.30062846,52.43489298,15.1604822,604.34,64.53263,85.63,1,0.876677801,0.522300698
1423000,3.703760438,2.226759959,0.142460685,0.217830298,0.601215979,15.95,1.16,211.35,3.006401138,1.840687847,0.496978106,1.806986221,0.522809848,1.479674867,0.105298827,5.748746745,5.15,1.907407407,78.65,18.08045977,162.2,0.19,-15.1997,2.435565155,1.075945464,0.449091907,1.376533511,35.54869532,49.46806503,14.67282627,593.67,49.86765,859.68,0.9854,0.859112741,0.525288841
1434025,4.437002053,2.272434374,0.134901265,0.237813731,0.512155358,19.15,1.178461538,224.8,3.21602289,2.816439582,0.634761839,1.356883375,0.493758124,0.738849584,0.244657555,9.08007419,8.3,1.418803419,51.65,9.932692308,163.85,0.19,-15.2,0.833333333,0.666170913,0.464777927,1.043915853,25.07550536,40.24418325,12.47258091,729.33,59.4071,9.7,1,0.894837677,0.541983527
1435000,4.317653662,2.29707295,0.134640859,0.223616269,0.532018807,19.5,1.167664671,226.65,3.289550073,2.967315458,0.687251848,1.318359892,0.540275165,1.246484253,0.383031078,8.710410443,6.15,1.413793103,39.3,11.39130435,165.3,0.19,-15.1995,1.12,0.738995257,0.459799234,1.130887342,28.25034296,44.20407655,13.74399602,560.05,54.94492,172.46,1,0.898253636,0.51975401
1439500,3.683258042,2.34455796,0.117754852,0.163765229,0.636544585,20,1.194029851,235.75,3.596491228,2.02736445,0.550426939,1.673747024,0.58446711,1.160536673,0.119977224,5.854888516,3.25,2.321428571,56.75,15.98591549,156.1,0.1848,-15.2772,3.073770492,1.500000015,0.441740259,1.659095312,40.97317987,45.34151532,13.72385169,307.06,22.25987,305.88,0.997,0.890052775,0.533022343
1440000,3.549893224,2.343015893,0.107574487,0.147767408,0.660024329,20.3,1.237804878,242,3.928571429,1.797090745,0.506237971,1.648028175,0.589172276,0.953120109,0.16045988,5.219322264,3.6,1.636363636,56.4,15.88732394,159.85,0.1826,-14.227,4.186131387,1.500000015,0.440099538,1.74997097,32.95325403,33.66724948,11.14054718,234.2,28.80165,167.72,0.908,0.896403759,0.534910927
1440400,3.753351129,2.336390335,0.115866621,0.172223371,0.622481152,20.4,1.179190751,234.9,3.556396669,2.069011433,0.551243772,1.587846211,0.562586937,1.147147039,0.195491454,6.130053447,4.45,1.854166667,59.85,14.9625,156.1,0.1997,-14.8732,2.487632509,1.500000015,0.44758758,1.4455479,36.5670825,48.69474651,14.83017067,334.06,26.46515,175.21,0.9933,0.895056492,0.516361698
1451800,3.503207392,2.418850856,0.106707705,0.128362666,0.690467502,23.8,1.233160622,254.25,4.188632619,1.759909227,0.502370836,1.58160098,0.477158376,1.548397182,0.135440578,5.903912425,10,2,73.35,9.16875,153.5,0.134,-16.2182,1.037037037,0.827833239,0.452859,1.243021587,32.12866245,50.37412197,17.61702514,180.41,14.8941,135.84,0.4915,0.691312678,0.421700869
1466500,3.539837098,3.059820849,0.060311601,0.06266177,0.864395949,23.45,1.257372654,257.65,4.480869565,0.853261967,0.241045546,0.969016735,0.837326882,0.225541509,0.395635822,1.637113748,0.2,2,0,0,181.15,0.22,-13,49.63636364,1.500000015,0.377516726,7.95458309,83.36642604,6.719467998,3.180636489,38.94,2.53456,5.38,1,0.82315865,0.236725954
1484100,3.321273101,2.602614374,0.08618678,0.042571686,0.783619502,23.45,1.208762887,256.9,4.361629881,0.996853103,0.300141865,1.404817593,0.708418602,1.303015106,0.152231367,2.365023027,2.4,1.454545455,27.85,13.925,175.6,0.22,-13,49.55555556,1.500000015,0.405855753,3.200922949,58.69164709,14.64700512,13.86663603,17.97,1.03721,9,0.3605,0.706892873,0.355527724
1485500,3.240579055,2.630299562,0.084383316,0.03163638,0.811675789,22.55,1.199468085,257.9,4.419880034,0.917682276,0.283184659,1.826514541,0.476673305,1.74340159,0.0345708,3.266940639,12.35,2.806818182,106.85,15.26428571,160.05,0.28,-10.9,47.84659091,1.500000015,0.400900001,4.259142332,53.02732956,14.82379715,6.325269618,15.46,1.66864,141.54,0.867,0.834604916,0.258359552
1486000,3.274416153,2.674827543,0.096184591,0.030600833,0.816886864,22.8,1.222520107,258.05,4.399829497,1.254532801,0.383131753,1.778184636,0.520550201,1.51786389,0.083157308,4.157865417,8.4,1.826086957,92.55,19.08247423,161.65,0.28,-10.9,46.44444444,1.500000015,0.422958038,1.893537041,42.11160116,28.63300618,11.87945081,10.21,1.47125,11.18,0.8888,0.844506039,0.236841856
1487000,3.339039014,2.60757013,0.087683751,0.042468989,0.78093431,23.05,1.245945946,256.65,4.425,1.304607326,0.390713412,1.667764812,0.744016868,1.317448168,0.274148052,3.06784725,0.8,1.333333333,12.25,6.805555556,173.35,0.22,-13,49.19310345,1.500000015,0.417958798,2.595516789,38.68261864,16.34171933,9.921566304,13.84,1.09998,187.41,0.4165,0.709765476,0.354995129
1491000,3.305075975,2.59245614,0.081209187,0.050025721,0.784386247,21.85,1.213888889,255.55,4.375856164,1.22951957,0.372009472,1.693092779,0.556539701,1.342325308,0.100530429,3.929064275,6.3,2,77.95,14.04504505,173.05,0.2365,-12.4235,48.52901786,1.500000015,0.420756428,2.520857233,33.00294405,16.80471118,8.065632658,18.54,1.41948,292.04,0.2319,0.758678996,0.425617873
1510000,3.462294319,2.240820068,0.140558277,0.237057401,0.647206696,16.2,1.109589041,200.85,2.865192582,1.900061028,0.548786687,1.762527123,0.50418879,1.321720993,0.12776185,6.311435387,9.2,2.021978022,79.1,16.65263158,164,0.1221,-16.0426,3.842696629,1.171021409,0.46091832,1.054860901,25.24562578,54.38518176,16.08824447,482.21,28.76423,382.99,0.9804,0.867876569,0.503985762
1516500,3.182643395,2.266105298,0.164481435,0.199238598,0.712019858,18.25,1.116207951,232.75,3.353746398,1.029182613,0.323373525,1.624710081,0.416854381,1.201383663,0.023315523,3.575046858,15.75,2.142857143,122.15,14.12138728,158.45,0.1734,-15.4207,4.886792453,1.500000015,0.456920273,1.197002775,29.82002113,54.708243,15.50080225,634.59,29.79686,31.48,0.9661,0.825131048,0.49060868
1518862,3.031641342,2.267785079,0.219951114,0.201111345,0.74803871,18.5,1.138461538,221.2,3.219796215,1.19837841,0.395290298,1.745604533,0.429466195,1.643721058,0.034516264,4.286292414,16.25,2.321428571,120.15,13.89017341,163.65,0.1615,-15.7286,3.427440633,1.326332933,0.458989327,1.154388907,26.92625037,53.54328235,14.02503955,600.87,37.28156,233.91,0.9837,0.829469642,0.503336971
1532000,3.195078713,2.29690731,0.165405171,0.176741267,0.718889115,18.8,1.119047619,230.75,3.31061693,1.347748023,0.421819975,1.569026749,0.436231936,1.676304973,0.038866781,4.637513671,14.35,2.157894737,101.2,13.67567568,150.8,0.1949,-14.736,3.357222844,1.499936621,0.453964375,1.266221296,31.88877352,52.64431343,15.54733932,507.14,40.91626,553.94,0.9549,0.848866708,0.48531514
1539000,3.423427789,2.360101848,0.13903228,0.156285913,0.689397292,20.4,1.136490251,236,3.530291698,1.778496438,0.519507507,1.686976543,0.518896819,1.406484486,0.128990987,5.501291303,6.35,1.924242424,67.55,14.07291667,154.25,0.1661,-15.5264,4.596067918,1.389538963,0.45257333,1.281931465,32.84689658,51.61984967,15.63264112,333.75,32.47937,701.78,0.8311,0.864375068,0.462749305
1542810,3.422528405,2.268752923,0.176183032,0.189716486,0.662887975,15.85,1.112280702,207.3,2.98488121,1.599205127,0.467258394,1.667859602,0.386466354,1.41962585,0.041315152,6.287088406,18.55,2.348101266,119.45,14.65644172,157.8,0.1953,-15.0206,0.96,1.500000015,0.454815419,1.196305738,31.01812599,52.40065993,16.59146541,492.7,45.55723,13.62,1,0.900412061,0.550344058
1543000,3.390019165,2.276676564,0.17189645,0.188056577,0.67158221,16.45,1.093023256,211.05,3.017155111,1.647944612,0.486116606,1.734498648,0.448967038,1.937803671,0.058953628,5.964719969,11.6,2.20952381,96.6,12.1509434,159.8,0.2067,-14.6131,0.992888889,1.500000015,0.450639311,1.301087878,33.93708536,49.34594433,16.6757513,543.37,36.53752,705.5,0.9922,0.895337795,0.534380368
1543500,3.4089295,2.283926448,0.170438379,0.181653611,0.669983479,17.1,1.092651757,210.65,3.022238164,1.630548211,0.478316789,1.796690946,0.482957364,2.05031437,0.06191215,5.679407877,8.45,2.139240506,89.8,15.75438596,163.75,0.2146,-14.3537,1.020021452,1.455897777,0.448123663,1.353188264,35.59339992,47.29924085,17.11813287,547.44,31.28232,1778.26,0.9878,0.894548372,0.524107205
1544500,3.363519507,2.290695181,0.169194742,0.203362893,0.681041146,17.5,1.107594937,217.6,3.071277347,1.634217303,0.485865267,1.763243225,0.485230738,1.039988747,0.075796572,5.650289944,8.45,2.315068493,91.15,15.31932773,160.6,0.1897,-15.1862,0.951807229,1.460438896,0.446212022,1.399198454,36.29208259,45.67738582,16.51665322,551.6,36.26274,355.06,1,0.892128244,0.530975321
1545600,3.384574949,2.298031951,0.170227599,0.192645541,0.678972097,17.55,1.090062112,219.95,3.097887324,1.517910981,0.448479057,1.750191609,0.514876336,1.069583278,0.065242015,5.072566631,6.85,2.634615385,84.6,17.44329897,164.35,0.2206,-14.1559,0.970149254,1.495415464,0.432630012,1.88470305,46.61053372,36.89636324,16.31277943,518.97,53.68312,120,1,0.897149346,0.503536545
1547700,3.135013005,2.347398152,0.138997637,0.156172998,0.748768234,20.4,1.133333333,229.7,3.326574946,1.347965209,0.42997117,1.840775029,0.442897107,2.384803975,0.038786648,4.826782827,15.45,2.834862385,116.05,14.15243902,158.65,0.1826,-15.1697,1.209677419,1.11913939,0.455840592,1.162355466,30.56813564,53.84608157,15.54771803,353.57,43.0263,113.54,0.9047,0.880398373,0.500770966
1548500,3.153345654,2.271782218,0.179163893,0.20208863,0.720435521,18.1,1.120743034,221,3.177570093,1.435443596,0.455212892,1.728198894,0.494162983,1.107207974,0.084849606,5.012411927,8.9,2.507042254,88.7,16.42592593,162.2,0.2004,-14.8083,1.029566626,1.339110992,0.455161395,1.221725203,29.48293235,50.45132375,14.67219303,546.71,39.14167,1557.05,0.9866,0.87675881,0.508506796
1549500,3.332225873,2.293808241,0.14993272,0.186519053,0.688371175,19.05,1.205696203,234.5,3.518379595,1.511147062,0.453494787,1.66070246,0.471683755,1.008290102,0.05772001,5.064303468,11.4,2.375,94.2,13.08333333,154.6,0.1958,-15.0026,0.950920245,1.464194271,0.454524347,1.252028739,31.28929924,52.53684544,15.55964706,528.16,32.39343,97.49,0.9888,0.859754604,0.481439597
1550000,3.369765914,2.292907214,0.15428042,0.179825513,0.680435162,17.8,1.206779661,230.85,3.474040632,1.672919471,0.496449758,1.742602568,0.495114303,1.5637571,0.091878997,5.566786277,8.75,1.944444444,82.7,14.01694915,155.6,0.2116,-14.3602,1.172366621,1.294545644,0.45700722,1.19884973,27.68659,50.82056569,14.24547524,455.41,46.28526,452.68,0.988,0.881260618,0.502453434
1552000,3.476997947,2.311664175,0.153983559,0.173059123,0.664844849,18.55,1.170347003,224.9,3.407575758,1.719249671,0.494463815,1.670861145,0.510549498,1.214325391,0.110470525,5.458543568,6.35,1.716216216,67.15,13.2970297,150.15,0.2093,-14.4365,3.89556429,1.454987015,0.451261463,1.332821341,33.44363478,50.04951843,15.41812417,461.43,37.27533,1129.49,0.9911,0.885104673,0.48687381
1552500,3.623085558,2.291999398,0.138786999,0.185169708,0.632609791,19.6,1.126436782,230.95,3.376461988,1.982566016,0.547203753,1.60336053,0.484827873,1.182488991,0.108933938,6.092231322,6.9,1.550561798,72.55,10.29078014,149.15,0.1948,-15.0374,1.663461538,1.500000015,0.451239662,1.337832805,33.79184094,50.72028339,15.6106045,535.24,46.46363,60.64,0.9956,0.897540984,0.493856182
1557500,3.153099247,2.359596112,0.142811219,0.158671824,0.748341846,18.95,1.12462908,229.7,3.400444115,1.599417902,0.507252635,1.768911507,0.53043975,1.62476427,0.120949528,5.495776811,7.8,1.902439024,87.5,13.25757576,165.2,0.1592,-15.272,1.115789474,1.166896876,0.447073834,1.364428033,36.55620691,47.19386205,16.26041119,389.99,38.17147,115.3,0.9012,0.882674354,0.495209332
1567500,3.212839151,2.433813703,0.112811392,0.126036066,0.757527404,21.3,1.213675214,253.1,4.221851543,1.296613594,0.40357252,1.460069449,0.553409319,1.645361874,0.220867021,3.97560638,8.55,1.8,41.25,7.568807339,162.85,0.1141,-14.897,0.892307692,1.416348584,0.458927241,0.914900534,26.44161296,50.68463305,23.04234711,314.48,46.47316,38.77,0.7969,0.796606655,0.452560563
1568000,3.329701574,2.424954155,0.104799526,0.128510858,0.728279727,21.2,1.23255814,248.7,4.215254237,1.423346967,0.42746983,1.686248945,0.517278236,1.786342573,0.123612979,4.624041058,10.05,1.778761062,85.4,12.28776978,161.75,0.1027,-15.5296,1.029761905,1.360851902,0.444740844,1.291120109,37.51563587,43.69022765,18.88365774,265.52,34.52646,534.39,0.7062,0.842628992,0.487523051
